t	x	y	z
1352614485369	-2.9147544	3.2961242	-0.43585113
1352614485389	-3.7455957	3.3506055	0.313268
1352614485409	-4.263169	3.5140498	0.939804
1352614485429	-4.807983	3.5821514	1.8387469
1352614485450	-5.0803895	3.6093922	3.0237172
1352614485471	-5.706926	3.636633	4.1269655
1352614485491	-7.3549876	3.9499009	5.053149
1352614485510	-7.8861814	3.4595683	7.04172
1352614485547	-7.6137743	3.6774938	7.681876
1352614485551	-7.096201	3.8954194	8.240311
1352614485571	-6.742072	4.140586	9.125633
1352614485591	-7.409469	4.031623	9.847511
1352614485611	-8.022385	3.800077	10.54215
1352614485632	-7.9270425	3.8681788	10.419566
1352614485654	-7.3141265	3.9635212	9.861132
1352614485699	-7.000859	4.031623	9.057531
1352614485700	-6.9599977	3.92266	8.144968
1352614485718	-6.7965536	3.8273177	6.973618
1352614485737	-6.6331096	3.6093922	5.7205462
1352614485756	-6.374323	3.5412905	4.1542063
1352614485776	-5.6252036	3.5412905	2.152015
1352614485796	-4.576437	3.568531	0.81722087
1352614485816	-4.385752	3.3642259	-0.06810174
1352614485836	-4.167826	3.2688835	-0.95342433
1352614485857	-3.6638734	3.214402	-2.547005
1352614485879	-3.2825038	3.091819	-4.2223077
1352614485906	-2.7104492	2.9964764	-5.0259085
1352614485918	-1.96133	2.8875136	-4.4538536
1352614485938	-0.7627395	2.6559677	-4.4129925
1352614485958	0.05448139	2.1247742	-5.3527966
1352614485979	0.25878662	1.7706453	-7.477571
1352614485999	0.6946377	1.4028958	-8.444615
1352614486022	1.3756552	0.92618364	-8.689782
1352614486039	1.8659877	0.35412905	-9.820271
1352614486061	2.083913	0.040861044	-11.9450445
1352614486079	2.2064962	-0.12258313	-13.770171
1352614486101	2.3971813	-0.2860273	-14.955142
1352614486123	1.6480621	-1.0896279	-17.747313
1352614486142	2.547005	-0.7354988	-18.537292
1352614486184	3.050958	-0.43585113	-18.905043
1352614486184	2.7104492	-0.5720546	-18.591774
1352614486203	2.4380422	-0.626536	-18.237646
1352614486222	1.920469	-0.4903325	-18.38747
1352614486243	1.6889231	-0.50395286	-17.856276
1352614486264	1.920469	-0.38136974	-16.793888
1352614486286	1.8387469	-0.29964766	-15.772363
1352614486304	1.6344417	-0.21792556	-14.968762
1352614486324	1.5390993	-0.06810174	-14.274124
1352614486345	1.5527196	0.05448139	-13.68845
1352614486367	1.5935807	0.24516626	-13.3207
1352614486385	1.525479	0.4903325	-12.612442
1352614486406	1.0351465	0.7491191	-11.481953
1352614486426	0.5720546	1.0623871	-10.351464
1352614486446	0.24516626	1.5390993	-9.030291
1352614486466	-0.27240697	1.96133	-7.995144
1352614486486	-0.7627395	2.4789033	-6.9599977
1352614486507	-1.2122109	2.6832085	-5.843129
1352614486529	-1.7978859	2.8602731	-5.012288
1352614486547	-2.3426998	3.0645783	-3.9090397
1352614486567	-2.9283748	3.3233647	-2.9556155
1352614486588	-3.3097446	3.5140498	-2.2201166
1352614486609	-3.4595683	3.5957718	-1.0623871
1352614486630	-4.113345	3.636633	0.2860273
1352614486650	-4.5628166	3.568531	2.070293
1352614486670	-4.9578066	3.4731886	3.568531
1352614486690	-6.074675	3.3097446	5.09401
1352614486710	-7.804459	2.5606253	4.5628166
1352614486732	-8.894087	2.3971813	7.096201
1352614486772	-8.7034025	2.9283748	7.5456724
1352614486773	-7.641015	3.4187074	7.477571
1352614486790	-6.9599977	3.7728362	7.8998017
1352614486810	-7.572913	3.7728362	8.812365
1352614486830	-8.989429	3.3914666	9.588725
1352614486859	-8.894087	3.3097446	9.765789
1352614486879	-7.668256	3.5957718	8.934948
1352614486919	-6.347082	4.004382	7.9679036
1352614486919	-6.1291566	3.990762	7.177923
1352614486934	-6.7556925	3.6774938	6.578628
1352614486953	-6.782933	3.4731886	5.761407
1352614486973	-5.992953	3.4731886	4.5219555
1352614486994	-4.767122	3.6911142	2.5197644
1352614487017	-4.031623	3.800077	0.7218784
1352614487039	-4.0588636	3.6774938	-0.313268
1352614487056	-4.235928	3.3506055	-1.2258313
1352614487075	-3.7047346	3.1871614	-2.2882185
1352614487096	-2.4789033	3.2280223	-3.7047346
1352614487116	-1.1985906	3.2688835	-5.0259085
1352614487136	-0.51757324	2.982856	-5.9248514
1352614487156	-0.6946377	2.6423476	-6.5241466
1352614487176	-0.5720546	2.192876	-7.4503303
1352614487196	0.667397	2.083913	-7.5320525
1352614487217	1.879608	1.7978859	-7.6137743
1352614487237	2.192876	1.1577295	-8.322033
1352614487258	2.6014864	0.46309182	-10.147159
1352614487278	2.6423476	-0.12258313	-12.653303
1352614487297	2.383561	-0.50395286	-15.145826
1352614487319	2.2745981	-0.92618364	-16.153732
1352614487338	2.0566726	-1.5799603	-16.126492
1352614487359	1.3211738	-1.6753027	-16.548723
1352614487380	2.3018389	-1.7978859	-16.87561
1352614487403	2.9556155	-1.8387469	-18.01972
1352614487419	2.969236	-1.8387469	-18.673496
1352614487439	3.091819	-1.96133	-19.014006
1352614487459	2.2745981	-1.6753027	-18.741598
1352614487479	2.0294318	-1.6753027	-16.998194
1352614487508	2.506144	-1.3756552	-15.840465
1352614487547	2.669588	-1.0896279	-15.145826
1352614487547	2.2745981	-1.0215261	-14.723596
1352614487562	1.6889231	-0.88532263	-14.328606
1352614487581	1.4028958	-0.7082581	-13.6748295
1352614487601	1.2122109	-0.35412905	-13.089154
1352614487621	1.2258313	0.027240695	-12.380896
1352614487647	0.89894295	0.9670447	-10.59663
1352614487663	0.89894295	0.9670447	-10.59663
1352614487683	0.027240695	1.3211738	-9.520623
1352614487705	-0.50395286	1.7434045	-7.600154
1352614487723	-0.53119355	2.1792557	-7.600154
1352614487743	-0.7491191	2.6423476	-6.347082
1352614487764	-1.0896279	3.0237172	-5.053149
1352614487784	-1.5390993	3.3778462	-3.8273177
1352614487804	-2.1111538	3.568531	-2.6014864
1352614487824	-2.901134	3.6774938	-1.0079057
1352614487844	-3.6093922	3.7047346	0.24516626
1352614487865	-4.2086873	3.486809	1.607201
1352614487884	-4.9986677	3.3233647	2.8602731
1352614487907	-6.033814	3.0781987	4.1542063
1352614487925	-7.2187843	2.7921712	5.638824
1352614487945	-7.995144	2.6423476	6.4151835
1352614487966	-8.063246	2.73769	6.115536
1352614487986	-7.7908387	3.2007818	5.638824
1352614488007	-7.2187843	3.13268	7.3141265
1352614488026	-7.5320525	2.9964764	9.057531
1352614488050	-7.872561	2.8057916	10.20164
1352614488066	-8.144968	2.7104492	10.419566
1352614488086	-7.9679036	2.8057916	10.18802
1352614488111	-8.036005	2.669588	9.901993
1352614488131	-8.117727	2.587866	9.602345
1352614488146	-8.185829	2.4925237	9.39804
1352614488167	-7.954283	2.4789033	8.853226
1352614488187	-7.1098213	2.5197644	7.7772183
1352614488207	-6.0610547	2.7240696	6.2789803
1352614488227	-5.448139	2.901134	4.5491962
1352614488247	-5.284695	3.0100968	2.8057916
1352614488269	-5.202973	3.1871614	0.6401563
1352614488290	-5.1893525	3.2961242	-1.2803127
1352614488308	-4.8352237	3.4595683	-2.5333846
1352614488328	-3.8681788	3.840938	-2.4789033
1352614488349	-2.8466527	4.1542063	-2.8875136
1352614488369	-2.3018389	4.167826	-3.718355
1352614488389	-2.0294318	4.072484	-4.6445384
1352614488409	-1.4709976	4.0452433	-4.930566
1352614488429	-0.313268	4.1542063	-5.597963
1352614488450	1.1304889	4.2223077	-6.8237944
1352614488471	1.525479	4.1269655	-8.21307
1352614488490	1.4165162	3.7728362	-8.962189
1352614488512	1.9749504	3.3642259	-9.643207
1352614488532	2.4516625	3.0100968	-10.9371395
1352614488551	2.4789033	2.587866	-12.231072
1352614488573	2.152015	2.002191	-12.517099
1352614488593	2.070293	1.253072	-12.054008
1352614488613	1.9340894	0.7899802	-12.9529505
1352614488633	2.6832085	0.32688835	-14.246883
1352614488678	3.255263	0.32688835	-15.963048
1352614488678	3.3233647	0.13620348	-17.011814
1352614488694	2.152015	-0.54481393	-17.420425
1352614488714	1.4301366	-0.6810174	-17.910757
1352614488734	0.9670447	-0.8036005	-17.937998
1352614488755	1.1032481	-0.7491191	-17.270601
1352614488783	1.1849703	-0.6537767	-16.05839
1352614488795	1.3075534	-0.38136974	-14.996003
1352614488815	1.8387469	-0.08172209	-14.09706
1352614488835	1.8387469	0.12258313	-13.402422
1352614488856	1.4437568	0.35412905	-13.198117
1352614488876	0.89894295	0.4903325	-13.443283
1352614488897	0.89894295	0.8308412	-13.919995
1352614488925	1.2394516	1.0487667	-13.3207
1352614488959	0.9942854	1.7161638	-11.931424
1352614488979	0.7627395	2.1656353	-11.005241
1352614488999	0.2860273	2.4244218	-9.874752
1352614489019	-0.23154591	2.8330324	-8.689782
1352614489039	-0.50395286	3.1599207	-7.6546354
1352614489060	-0.5720546	3.5821514	-6.5241466
1352614489079	-0.667397	3.718355	-4.9578066
1352614489100	-1.3620348	4.031623	-3.2961242
1352614489120	-2.233737	4.3585114	-1.7842655
1352614489140	-2.7921712	4.6853995	-0.7899802
1352614489162	-3.214402	4.862464	-0.12258313
1352614489182	-3.6774938	4.930566	0.47671217
1352614489201	-4.2086873	4.8897047	1.4165162
1352614489222	-4.7126403	4.739881	2.5742457
1352614489243	-5.47538	4.576437	3.759216
1352614489264	-6.428804	4.1542063	4.944186
1352614489282	-7.4503303	3.5549107	5.9793324
1352614489303	-7.641015	3.6774938	6.3334618
1352614489322	-6.578628	3.9771416	7.164303
1352614489346	-6.2517395	3.8681788	7.8317
1352614489369	-6.8782754	3.4187074	8.894087
1352614489387	-7.7227373	2.8330324	10.378705
1352614489421	-8.240311	2.4244218	11.672638
1352614489424	-8.158588	2.2882185	12.122109
1352614489444	-7.600154	2.5606253	11.413852
1352614489463	-6.9463773	2.8602731	10.269742
1352614489483	-7.0689607	3.050958	9.01667
1352614489503	-7.763598	2.8875136	7.8861814
1352614489525	-7.8317	2.982856	6.742072
1352614489544	-7.1098213	3.1871614	5.3800373
1352614489564	-5.992953	3.568531	3.92266
1352614489585	-5.3800373	3.881799	2.6423476
1352614489605	-4.9850473	4.031623	1.607201
1352614489625	-4.69902	4.0180025	0.17706452
1352614489645	-4.3312707	4.072484	-1.2258313
1352614489665	-3.718355	4.344891	-2.2882185
1352614489685	-3.2961242	4.535576	-3.255263
1352614489706	-2.969236	4.4810944	-4.3312707
1352614489726	-2.5742457	4.276789	-5.0803895
1352614489747	-1.6753027	4.2904096	-5.09401
1352614489767	-0.7763598	4.167826	-4.767122
1352614489788	-0.08172209	3.92266	-5.611583
1352614489809	0.35412905	3.5957718	-6.7965536
1352614489827	0.9942854	3.3506055	-7.559293
1352614489849	2.0566726	3.050958	-7.4639506
1352614489868	3.0237172	2.73769	-8.567199
1352614489888	2.9964764	2.083913	-10.378705
1352614489908	2.3426998	1.4573772	-11.4410925
1352614489930	2.1383946	0.9125633	-12.258313
1352614489949	2.0294318	0.51757324	-13.770171
1352614489969	2.4789033	0.32688835	-17.461287
1352614489989	2.3018389	0.5992953	-17.025434
1352614490023	2.3018389	1.3211738	-17.025434
1352614490030	4.004382	2.083913	-17.297842
1352614490048	4.1269655	2.3563201	-18.319368
1352614490069	3.486809	2.4516625	-18.83694
1352614490089	3.1599207	2.0975335	-19.095728
1352614490114	3.5004294	1.4982382	-19.054867
1352614490131	3.5549107	1.0896279	-17.869896
1352614490150	3.0781987	0.81722087	-15.636159
1352614490170	2.233737	0.84446156	-13.0619135
1352614490190	2.0294318	1.2803127	-10.61025
1352614490210	2.4108016	1.8932283	-8.744264
1352614490231	2.3018389	2.506144	-8.866846
1352614490251	1.9885708	2.6968288	-9.248216
1352614490271	0.84446156	2.4789033	-8.880466
1352614490292	-0.21792556	2.4925237	-7.409469
1352614490314	-0.6810174	2.6151068	-6.1291566
1352614490336	-1.0351465	2.8602731	-5.1076303
1352614490354	-1.3075534	3.173541	-4.671779
1352614490374	-1.879608	3.3097446	-3.5957718
1352614490395	-2.6151068	3.4731886	-2.5197644
1352614490415	-3.2688835	3.6093922	-1.5799603
1352614490435	-4.0180025	3.8273177	-0.3949901
1352614490455	-4.8488436	3.7864566	0.626536
1352614490476	-4.944186	3.8273177	1.2803127
1352614490496	-5.1076303	3.7455957	2.6014864
1352614490516	-5.829509	3.4731886	4.1269655
1352614490536	-6.4832854	3.091819	6.605869
1352614490557	-7.0553403	2.7104492	9.479762
1352614490577	-7.273266	2.9556155	10.133538
1352614490597	-7.954283	3.050958	11.059722
1352614490617	-7.572913	3.0645783	11.713499
1352614490649	-7.4911914	3.0781987	12.394516
1352614490657	-7.504812	3.13268	12.4489975
1352614490677	-7.8317	3.1463003	11.645397
1352614490697	-8.253931	3.1054392	10.664732
1352614490720	-7.913422	3.173541	9.643207
1352614490747	-7.205164	3.3506055	8.539958
1352614490758	-6.306221	3.4323275	6.932757
1352614490777	-5.407278	3.6093922	4.903325
1352614490799	-4.807983	3.9090397	2.8057916
1352614490818	-4.8216033	3.8681788	1.0215261
1352614490838	-4.739881	3.8681788	-0.6537767
1352614490858	-4.1542063	3.9362805	-1.8523673
1352614490879	-3.3778462	4.099725	-2.547005
1352614490899	-2.8602731	4.140586	-3.636633
1352614490920	-2.6014864	3.990762	-4.467474
1352614490941	-2.4789033	3.759216	-4.9578066
1352614490963	-1.8932283	3.568531	-5.298315
1352614490981	-0.92618364	3.486809	-5.992953
1352614491001	-0.23154591	3.3778462	-7.2596455
1352614491021	0.05448139	3.2961242	-8.676162
1352614491042	0.040861044	3.1871614	-9.084772
1352614491062	1.1168685	3.2007818	-9.180115
1352614491083	2.3426998	2.9964764	-9.152874
1352614491105	2.5333846	2.6559677	-10.106298
1352614491123	2.2201166	2.2745981	-11.277648
1352614491145	2.2064962	2.0430522	-11.972285
1352614491163	2.8057916	1.8387469	-12.312795
1352614491185	3.336985	1.3484144	-12.4489975
1352614491204	3.336985	0.92618364	-12.993812
1352614491224	3.214402	0.667397	-13.892755
1352614491244	2.002191	0.7763598	-14.832559
1352614491264	2.8875136	0.81722087	-15.132206
1352614491301	3.6774938	1.0079057	-15.459095
1352614491305	4.072484	1.2394516	-15.173067
1352614491324	4.031623	1.4301366	-14.2877445
1352614491345	3.3233647	1.7297841	-13.375181
1352614491364	3.0237172	1.7978859	-12.162971
1352614491388	3.4187074	2.152015	-10.705593
1352614491405	3.3097446	2.4108016	-9.0983925
1352614491426	2.819412	2.669588	-8.008764
1352614491445	2.4108016	2.8602731	-7.3005066
1352614491466	2.1656353	3.091819	-6.8782754
1352614491486	2.2882185	3.4187074	-6.891896
1352614491507	2.6559677	3.7319753	-6.7284517
1352614491527	3.1054392	4.1269655	-6.0474343
1352614491547	3.4731886	4.658159	-5.529861
1352614491567	3.7319753	5.1621118	-5.5434813
1352614491590	4.0861044	5.611583	-5.570722
1352614491608	4.508335	6.101916	-5.1621118
1352614491628	4.6445384	6.2789803	-4.5628166
1352614491648	5.0259085	6.510526	-3.3642259
1352614491669	5.4617596	6.851035	-2.4108016
1352614491689	5.7205462	7.137062	-2.083913
1352614491709	5.407278	7.3005066	-1.96133
1352614491730	5.09401	7.327747	-1.4573772
1352614491751	4.9850473	7.5456724	-0.88532263
1352614491771	5.3800373	7.559293	-0.27240697
1352614491793	6.0882955	7.6546354	1.334794
1352614491814	6.0882955	7.8317	1.334794
1352614491833	5.0259085	7.7227373	1.7025435
1352614491853	4.385752	7.6273947	2.3426998
1352614491877	4.2223077	7.5456724	2.8738933
1352614491897	4.4810944	7.5320525	3.3914666
1352614491917	4.4947147	7.600154	3.800077
1352614491938	4.1269655	7.641015	3.636633
1352614491958	4.0588636	7.641015	3.3097446
1352614491978	4.1542063	7.4230895	3.800077
1352614491998	4.69902	7.3822284	6.9599977
1352614492020	4.535576	6.619489	8.117727
1352614492040	3.6093922	6.510526	7.872561
1352614492060	3.1871614	6.891896	7.246025
1352614492080	3.4187074	7.0280995	7.0689607
1352614492101	3.8681788	7.668256	6.374323
1352614492121	3.7728362	7.600154	5.611583
1352614492142	3.4323275	7.2324047	5.7886477
1352614492162	3.486809	7.000859	6.932757
1352614492182	3.8954194	7.096201	7.477571
1352614492205	3.990762	6.9191365	7.3005066
1352614492223	3.800077	6.4151835	6.891896
1352614492243	3.636633	6.510526	6.742072
1352614492263	3.8681788	6.66035	6.9872384
1352614492333	3.9499009	6.851035	5.5162406
1352614492354	3.7864566	6.742072	5.448139
1352614492374	3.2825038	6.428804	5.407278
1352614492394	2.070293	6.0610547	5.47538
1352614492415	1.525479	5.679685	6.0610547
1352614492436	1.1577295	5.938472	6.510526
1352614492455	0.89894295	5.706926	6.0201936
1352614492475	-0.29964766	5.843129	4.9578066
1352614492495	-1.0896279	6.701211	4.344891
1352614492517	-1.56634	7.1506824	4.5219555
1352614492538	-2.0430522	7.246025	5.829509
1352614492556	-2.002191	7.3141265	6.183638
1352614492577	-2.0294318	8.158588	5.6252036
1352614492599	-2.0294318	8.975809	4.7943625
1352614492617	-2.0158114	9.425281	5.0803895
1352614492638	-2.0566726	9.602345	5.8976107
1352614492658	-2.1247742	9.234595	5.9248514
1352614492679	-1.920469	8.676162	5.611583
1352614492700	-1.2394516	8.281172	5.8158884
1352614492719	-0.8036005	7.9679036	6.006573
1352614492740	-0.9942854	7.8589406	6.0610547
1352614492761	-1.1304889	8.022385	6.0201936
1352614492782	-1.1168685	8.022385	6.0201936
1352614492800	-0.6537767	8.21307	5.597963
1352614492820	0.08172209	8.5944395	5.09401
1352614492841	0.50395286	9.125633	4.9578066
1352614492861	0.51757324	9.41166	5.448139
1352614492881	0.81722087	9.765789	5.8976107
1352614492902	0.6401563	9.588725	5.4617596
1352614492924	0.47671217	9.316318	5.053149
1352614492942	0.50395286	9.057531	4.767122
1352614492962	0.8308412	8.948568	4.6036777
1352614492983	0.7354988	8.866846	4.426613
1352614493003	0.35412905	8.785124	4.4129925
1352614493024	-0.06810174	8.635301	4.344891
1352614493045	-0.38136974	8.444615	4.5219555
1352614493065	-0.21792556	8.471856	4.6036777
1352614493086	-0.14982383	8.526338	4.2223077
1352614493105	-0.29964766	8.567199	4.1542063
1352614493125	-0.3949901	8.567199	4.3176503
1352614493145	-0.3405087	8.635301	4.767122
1352614493166	-0.25878662	8.62168	4.862464
1352614493186	-0.027240695	8.771504	4.4947147
1352614493207	0.12258313	8.880466	4.467474
1352614493227	0.23154591	8.853226	4.385752
1352614493249	0.23154591	8.798744	4.235928
1352614493267	0.23154591	8.7034025	3.8681788
1352614493288	-0.24516626	8.730643	4.0180025
1352614493308	0.32688835	8.785124	4.2904096
1352614493349	0.35412905	8.962189	4.140586
1352614493350	0.313268	9.071152	3.9635212
1352614493375	0.17706452	9.152874	4.1814466
